feature	f1.naiveBayes	X140424_UNC13_SN749_0344_AC3WUKACXX_AGTTCC_L004	X120201_UNC11_SN627_0181_AC0CETACXX_GCCAAT_L001	X120425_UNC11_SN627_0224_BD0VAKACXX_CAGATC_L006	X120425_UNC11_SN627_0224_BD0VAKACXX_GATCAG_L008	X120425_UNC11_SN627_0224_BD0VAKACXX_TAGCTT_L004	X120604_UNC13_SN749_0179_AC0V5LACXX_GCCAAT_L004	X120201_UNC11_SN627_0181_AC0CETACXX_TAGCTT_L004	X120215_UNC10_SN254_0327_AC0CMCACXX_TAGCTT_L006	X120215_UNC10_SN254_0327_AC0CMCACXX_TAGCTT_L007	X120502_UNC14_SN744_0235_BD0YUTACXX_TAGCTT_L001	X120604_UNC13_SN749_0180_BD127FACXX_GCCAAT_L003	X120604_UNC13_SN749_0180_BD127FACXX_GCCAAT_L004	X120502_UNC14_SN744_0235_BD0YUTACXX_TAGCTT_L002	X120502_UNC14_SN744_0235_BD0YUTACXX_TAGCTT_L003	X120502_UNC14_SN744_0235_BD0YUTACXX_TAGCTT_L004	X120502_UNC14_SN744_0235_BD0YUTACXX_TAGCTT_L005	X120604_UNC13_SN749_0180_BD127FACXX_GCCAAT_L005	X120611_UNC15_SN850_0219_BD120UACXX_GCCAAT_L003	X120430_UNC10_SN254_0353_AC0TGUACXX_TGACCA_L003	X120501_UNC16_SN851_0154_BC0MB8ACXX_ACTTGA_L008	X120514_UNC16_SN851_0158_AC0UWTACXX_ACTTGA_L003	X131008_UNC15_SN850_0331_AC2KJ8ACXX_AGTCAA_L006	X131016_UNC15_SN850_0333_AC2MBAACXX_GTGGCC_L006	X121126_UNC9_SN296_0314_BC11Y0ACXX_CAGATC_L002	X121126_UNC9_SN296_0314_BC11Y0ACXX_TAGCTT_L003	X130205_UNC16_SN851_0213_AD1TC5ACXX_CTTGTA_L003	X130722_UNC9_SN296_0385_AD2F28ACXX_TAGCTT_L005	X131217_UNC14_SN744_0384_BC32YDACXX_GCCAAT_L003	X131217_UNC15_SN850_0343_AC330UACXX_CGATGT_L003	X140318_UNC12_SN629_0354_AC3K7VACXX_CTTGTA_L005	X140312_UNC15_SN850_0357_AC3M7FACXX_TTAGGC_L008	X130226_UNC14_SN744_0315_AD1V5TACXX_GCCAAT_L003	X111212_UNC15_SN850_0155_AD087AACXX_ACTTGA_L004	X120514_UNC16_SN851_0158_AC0UWTACXX_ACTTGA_L006	X120514_UNC11_SN627_0229_AD121AACXX_GATCAG_L006	X130814_UNC10_SN254_0487_AC2BD1ACXX_ACAGTG_L004	X130226_UNC14_SN744_0315_AD1V5TACXX_ATCACG_L004	X130722_UNC9_SN296_0385_AD2F28ACXX_ACTTGA_L006	X120501_UNC11_SN627_0226_AC0TGKACXX_GCCAAT_L007	X140826_UNC9_SN296_0432_AC5CAJACXX_CGTACG_L004	X130226_UNC14_SN744_0315_AD1V5TACXX_GCCAAT_L008	X120507_UNC10_SN254_0355_AC0TR8ACXX_ACAGTG_L007	X130226_UNC14_SN744_0315_AD1V5TACXX_CAGATC_L008	X120501_UNC11_SN627_0226_AC0TGKACXX_ACAGTG_L004	X120501_UNC11_SN627_0226_AC0TGKACXX_TGACCA_L008	X140820_UNC17_D00216_0240_AC5FB2ACXX_TTAGGC_L004	X140820_UNC17_D00216_0240_AC5FB2ACXX_ACTTGA_L005	X120521_UNC12_SN629_0212_AC0RWNACXX_TGACCA_L003	X120514_UNC16_SN851_0159_BC0TARACXX_GCCAAT_L008	X130827_UNC15_SN850_0325_BC2AV1ACXX_ACTTGA_L004	X130827_UNC15_SN850_0325_BC2AV1ACXX_TAGCTT_L005	X130722_UNC9_SN296_0385_AD2F28ACXX_GGCTAC_L008	X140312_UNC11_SN627_0348_AC3KRYACXX_ACTTGA_L002	X140312_UNC11_SN627_0348_AC3KRYACXX_CCGTCC_L003	X140815_UNC11_SN627_0374_AC5FPLACXX_CCGTCC_L007	X130325_UNC16_SN851_0231_BC20VNACXX_ACTTGA_L004	X140304_UNC14_SN744_0400_AC3LWGACXX_GGCTAC_L007	X140304_UNC14_SN744_0400_AC3LWGACXX_GAGTGG_L007	X130325_UNC12_SN629_0268_AC22W1ACXX_GTGGCC_L006	X130530_UNC9_SN296_0371_BC2528ACXX_TTAGGC_L008	X130328_UNC10_SN254_0443_AD238RACXX_AGTCAA_L003	X130424_UNC11_SN627_0294_BC236MACXX_GTTTCG_L007	X130606_UNC9_SN296_0372_AC277JACXX_GGCTAC_L001	X130722_UNC9_SN296_0385_AD2F28ACXX_GTTTCG_L008	X130723_UNC9_SN296_0386_BC2E4WACXX_GATCAG_L001	X130723_UNC9_SN296_0386_BC2E4WACXX_GTGGCC_L001	X130827_UNC15_SN850_0325_BC2AV1ACXX_GTGGCC_L006	X130723_UNC9_SN296_0386_BC2E4WACXX_ATCACG_L001	X130723_UNC9_SN296_0386_BC2E4WACXX_ACTTGA_L002	X131008_UNC15_SN850_0331_AC2KJ8ACXX_AGTTCC_L003	X131008_UNC11_SN627_0326_AC2KLPACXX_AGTTCC_L003	X131021_UNC9_SN296_0409_BC2M6NACXX_ATCACG_L004	X140102_UNC15_SN850_0344_AC384WACXX_ACAGTG_L002	X131016_UNC15_SN850_0333_AC2MBAACXX_ATCACG_L007	X140325_UNC11_SN627_0349_AC3KB8ACXX_GATCAG_L008	X140318_UNC14_SN744_0403_AC3M3WACXX_CGATGT_L001	X140325_UNC11_SN627_0349_AC3KB8ACXX_AGTCAA_L008	X140325_UNC15_SN850_0358_AC3LP7ACXX_GATCAG_L001	X140318_UNC14_SN744_0403_AC3M3WACXX_ACAGTG_L002	X140318_UNC14_SN744_0403_AC3M3WACXX_ACAGTG_L006	X140318_UNC14_SN744_0403_AC3M3WACXX_GCCAAT_L004	X140312_UNC11_SN627_0348_AC3KRYACXX_TGACCA_L002	X140318_UNC14_SN744_0403_AC3M3WACXX_TGACCA_L004	X140318_UNC14_SN744_0403_AC3M3WACXX_CGATGT_L003	X140318_UNC14_SN744_0403_AC3M3WACXX_GTGAAA_L003	X141031_UNC11_SN627_0387_AC5FAKACXX_GTCCGC_L002	X130827_UNC15_SN850_0324_AC2B28ACXX_CAGATC_L002	X130827_UNC15_SN850_0324_AC2B28ACXX_CTTGTA_L003	X130926_SN254_0496_AD2DY9ACXX_GTGGCC_L003	X140506_UNC15_SN850_0363_BC3YJYACXX_GATCAG_L004	X140509_UNC11_SN627_0357_BC4CGKACXX_ATGTCA_L002	X140815_UNC11_SN627_0375_BC59VCACXX_GTGAAA_L001	X140820_UNC17_D00216_0240_AC5FB2ACXX_GTTTCG_L007	X140826_UNC9_SN296_0432_AC5CAJACXX_ATCACG_L004	X140815_UNC11_SN627_0375_BC59VCACXX_CCGTCC_L001	X140820_UNC17_D00216_0240_AC5FB2ACXX_ACTTGA_L008	X140404_UNC11_SN627_0350_BC3K66ACXX_ATCACG_L001	X140312_UNC11_SN627_0348_AC3KRYACXX_GCCAAT_L007	X140312_UNC11_SN627_0348_AC3KRYACXX_AGTTCC_L008	X140318_UNC14_SN744_0403_AC3M3WACXX_ATCACG_L007	X140305_UNC13_SN749_0334_BC3L6VACXX_ATCACG_L006	X140305_UNC13_SN749_0334_BC3L6VACXX_GTCCGC_L003	X140318_UNC12_SN629_0354_AC3K7VACXX_ACTTGA_L002	X140305_UNC13_SN749_0334_BC3L6VACXX_ACTTGA_L008	X140815_UNC11_SN627_0375_BC59VCACXX_CGATGT_L003	X140820_UNC17_D00216_0241_BC5DBKACXX_CGATGT_L005	X140325_UNC11_SN627_0349_AC3KB8ACXX_GATCAG_L002	X140506_UNC15_SN850_0363_BC3YJYACXX_ACTGAT_L007	X140509_UNC11_SN627_0357_BC4CGKACXX_CAGATC_L005	X140508_UNC12_SN629_0367_AC3U9RACXX_GAGTGG_L002	X140509_UNC11_SN627_0357_BC4CGKACXX_GATCAG_L004	X140815_UNC11_SN627_0375_BC59VCACXX_GCCAAT_L008	X140820_UNC17_D00216_0241_BC5DBKACXX_TGACCA_L008	X140820_UNC17_D00216_0241_BC5DBKACXX_GCCAAT_L008
ENSG00000086288.11	0.674598	0.21703	0.246106	0.336941	0.092158	0.100305	0.0993419	0.605126	0.0498178	0.224543	0.069006	0.022077	0.0421303	0.117156	0.272339	0.185705	0.187295	0.0111511	0.0365734	0.125109	0.0528571	0.0496709	0.0354017	0.202245	0.142544	0.199255	0.177182	0.293412	0.0739327	0.160727	0.109284	0.0325468	0.315236	0.0543298	0.0304949	0.0681431	0.210943	0.0402071	0.141747	0.0811397	0.105795	0.0263856	0.138849	0.513278	0.176872	0.0117561	0.553748	0.208002	0.0949463	0.109427	0.213133	0.0757773	0.154542	0.203324	0.0540285	0.085486	0.281387	0.363179	0.203544	0.0533803	0.953035	0.0432888	0.018939	0.18481	0.191642	0.0562647	0.0483589	0.055167	0.0518975	0.105496	0.0605876	0.266678	0.35112	0.350258	0.29813	0.0834714	0.0669523	0.0585392	0.294232	0.334926	0.124563	0.0866055	0.0498144	0.038186	0.0873887	0.178398	0.24167	0.0639825	0.240149	0.0411725	0.176612	0.0460396	0.296535	0.231322	0.109194	0.260232	0.37007	0.226503	0.238161	0.0558477	0.0633956	0.205045	0.187521	0.124023	0.100722	0.0551502	0.0342589	0.046913	0.125412	0.26311	0.110593	0.101837	0.524102	0.251279	0.427311
ENSG00000239093.1	0.67459	0.0626321	0	0	0	0.0413369	0.0257759	0	0	0	0.0350981	0.0543048	0.021287	0.0442065	0.0458857	0.0737382	0.0270941	0.0111511	0	0.0146994	0.00772423	0.0496709	0	0	0	0.104582	0.0565263	0.195045	0	0	0	0	0	0.0184399	0.0153637	0	0	0	0	0.156187	0.0542958	0.268097	0	0.0151295	0.125704	0	0.0425952	0.0861016	0	0	0.152255	0	0.0409315	0.0317021	0	0.119998	0.0831066	0	0	0.0181119	0	0.0218786	0	0.24436	0.178136	0.0378593	0.124097	0.0187292	0.0176001	0	0.0154945	0	0.0198333	0.109487	0.0137978	0	0	0	0	0	0.0517017	0.0297097	0	0	0.0180994	0.0175989	0	0	0	0	0.0191326	0	0.0559376	0.042463	0.0228134	0	0	0	0.0438436	0	0	0	0.0547262	0	0.0298276	0	0	0.215236	0	0.0441561	0.0193025	0.0419873	0	0	0.0202976
ENSG00000204421.2	0.674569	0.0318063	0.319688	0.0613411	0.092158	0.0613818	0.0632352	0.0147388	0.0498178	0.0178225	0.0118368	0.022077	0.121413	0.0112362	0.0607247	0.286387	0.0403707	0	0.0123403	0.270766	0.0305453	0.131067	0	0.051397	0.08794	0.153038	0.038037	0.149733	0.0915923	0.0342786	0.0918793	1.08243	0.0554467	0.0184399	0.0153637	0.0278169	0.0667903	0.0269836	0	0	0	0	0.0718322	0.0447186	0.057827	0.0233755	0.249084	0.0501047	0.0197241	0.152891	0.136438	0.099812	0.288367	0.190095	0.0183357	0.142362	0.0424164	0.223323	0.0402236	0.242282	0.0573449	0.0218786	0	0.0882563	0.150564	0.0920894	0.0163809	0.0728998	0	0.0886686	0.0154945	0.266678	0.0770769	0.0832187	0.0671607	0.0426064	0.0137539	0.251817	0.218617	0.0552776	0.0261849	0.0297097	0	0.038186	0.0873887	0.101227	0.384337	0.0793583	0	0.06114	0.0379059	0.13221	0.0959286	0.0698019	0.045118	0.0793323	0.0857805	0.0228466	0.106203	0.014257	0.0215815	0.0344133	0	0.107219	0.0587912	0.0416452	0.0342589	0.148509	0.249928	0.0149364	0.54298	0.0623378	0	0.0373817	0.203393
ENSG00000132872.11	0.674541	0.121572	1.14695	5.47863	0.135236	0.515963	2.20334	0.0853402	1.0434	0.541911	0.339924	2.53696	1.0881	0.595296	0.769282	0.0737382	0.284858	0.0755659	0.270348	2.83016	0.98391	0.0969909	0.234489	0.0387933	0.496803	0.854637	1.12304	2.27072	0.282258	0.175466	0.176023	0.0325468	0.133247	0.587937	0.0304949	1.15879	0.676508	0.163632	0.308718	0.309129	0.0803768	0.278269	0.338018	0.456976	0.0991034	0.549957	1.70149	0.176202	0.377175	0.322051	0.425213	0.377898	1.82145	0.0922417	0.230372	0.624314	4.9455	2.06712	0.479739	0.256525	0.129023	0.535224	2.60158	4.02882	0.529866	0.109532	0.24746	0	0.101234	0.454163	2.10396	0.240325	0.6213	0.297967	0.0928109	0.314796	0.670683	0.882417	0.178551	0.899648	0.124563	0.178991	0.227438	0	0.227692	0.461155	0.256888	0.435094	0.0380441	0.0807167	0.675919	0.19229	4.02176	0.706359	0.226205	3.37656	0.069203	0.724182	0.370314	0.597996	1.0178	0.131072	0.805373	0.292323	0.425167	5.19978	0.443172	2.11826	0.994583	0.0864445	0.144896	2.48304	0.0158949	0.205822	0.0401913
ENSG00000282977.1	0.674529	0.0318063	0.118286	0.225578	0.092158	0.0413369	0.0509041	0.0988814	0.0972711	0.0525418	0.0350981	0.0855262	0	0.0333367	0.0897579	0.142411	0.164259	0.054552	0.0365734	0.0146994	0.00772423	0.0251438	0.0119404	0.013099	0.142544	0.116918	0	0.10227	0.0190019	0.160727	0.0377706	0.0794631	0.120693	0.0543298	0.0888292	0	0	0.0402071	0.0373646	0.0238623	0.0542958	0.0393219	0.0578726	0.155027	0.057827	0.101138	0.178831	0.0622482	0	0.0639877	0	0	0.223691	0.135356	0.169784	0.314617	0.141196	0.0991756	0.0597446	0.227834	0	0.0847811	0	0.0882563	0.352397	0.0743375	0.0944867	0.0187292	0.0518975	0.0183739	0.103735	0.033394	0.0392809	0.0964393	0.11782	0.103294	0.0798211	0.140385	0.0241416	0.124527	0.0261849	0.362735	0.112594	0	0.242132	0.0348934	0.0569284	0.0163835	0.0128428	0.0999174	0.0379059	0.0900526	0.146878	0.0964132	0.045118	0.032492	0.052346	0.0884124	0.0858453	0.26355	0.0633956	0.205045	0.106612	0.107219	0.154027	0.0551502	0.0888713	0.175736	0.182674	0.0864445	0.0750702	0.139835	0.0621177	0.0909579	0.0202976
ENSG00000167525.13	0.674529	0.80836	0.941022	1.37427	0.516271	0.689026	0.64229	0.652622	0.615902	0.293909	0.58655	0.443443	0.350338	0.750782	0.595469	0.664649	0.585823	0.663683	0.394913	0.57932	0.64158	0.875653	0.892585	0.846599	0.866613	1.51329	0.529365	0.904892	1.11601	1.18912	1.09272	1.24261	0.920616	0.394663	0.784878	0.650626	1.05254	0.621411	0.639049	0.509287	0.762597	0.588955	1.05148	1.24843	0.817596	0.677875	2.072	1.08265	0.767956	0.628902	1.48547	0.630775	1.1933	0.959541	0.952206	0.342158	1.53463	1.39216	0.736041	1.0459	1.27459	0.785938	1.18639	0.762731	1.21078	0.431907	0.476907	0.979716	0.74235	0.765333	1.34598	1.05941	1.357	1.36649	1.52268	0.528528	0.936515	0.818024	0.521286	0.959463	1.33124	1.28328	0.498933	0.564761	0.790925	1.14687	0.410581	0.917561	1.31915	1.06899	1.22239	0.675938	1.15883	0.979379	0.809189	1.44374	1.39755	0.579826	1.20985	0.348129	0.71646	1.00544	1.29303	0.614557	1.25215	1.65328	0.645094	1.01564	0.862703	1.13842	1.43885	1.07488	1.05031	1.27817	0.764666
ENSG00000226779.1	0.674339	0.107159	0.0275213	0.552765	0.135236	0.0810327	0.0874506	0.315685	0	0	0.0235351	0	0.031763	0.0333367	0.446899	0.0737382	0.446621	0.0438771	0	0.0291859	0.0153893	0	0.0119404	0	0.142544	0.346015	0.09251	0.224151	0.0376495	0.0172862	0.0918793	0	0.193754	0.0184399	0	0.0278169	0	0	0	0.0355832	0.0275164	0.0132798	0.0147852	0.0151295	0.0991034	0.0233755	0	0.325959	0	0.0483705	0.0705441	0.0757773	2.57705	0.0624299	0	0.0617979	0.0424164	0	0	0.104055	0	0.0847811	0.037526	0.0362425	0.107726	0.0191088	0.0324977	0	0	0.0715527	0.0457814	0	0.0583575	0.028516	1.66377	0.0426064	0.827655	0.0149592	0	0.0371891	0.0765835	0.127249	0.227438	0.0192753	0.0180994	0.0686102	0.0752065	0.0163835	0.110047	0	0.0921997	0	2.21274	0.0143556	0	1.58863	0	0.0670313	0.065065	1.79603	0	0	0.0185769	0	0.0444143	0.0416452	0.120262	0.0158835	0.0328581	1.79861	0.0193025	0	0.0469462	0.0373817	0.0202976
ENSG00000267919.1	0.674324	0	0	0	0	0	0.012971	0	0.0168832	0	0	0	0	0	0.0308232	0	0	0	0	0	0.0305453	0	0.0119404	0.0260287	0	0.0405107	0.144168	0.10227	0	0.0835893	0.0190636	0	0.0281076	0	0.0153637	0	0	0	0	0	0.0542958	0.0132798	0.0147852	0	0	0	0.0215244	0	0.0197241	0.0325056	0	0.0635399	0	0	0.0183357	0	0.0214331	0.0408579	0	0	0.0194827	0	0.174957	0	0	0.0191088	0	0	0	0	0.0605876	0	0.0583575	0.0832187	0	0	0.0273211	0	0	0	0	0.0149652	0	0	0.0180994	0.0518939	0.0193385	0.0325029	0	0.0207981	0.0191326	0	0.0142805	0.0143556	0	0.0163779	0.0177549	0.0228466	0.0438436	0.014257	0	0	0.0368149	0	0.0444143	0.0279552	0.0115505	0.0315186	0.0955025	0.0441561	0.0193025	0.0822825	0	0.0373817	0.0202976
ENSG00000258811.1	0.674177	0.135779	0.178418	0.490183	0.0238479	0.100305	0.0384189	0.0988814	0.112601	0.0353328	0.069006	0.0543048	0.031763	0.0968508	0.0607247	0.0497579	0.0534734	0.0859096	0.0245303	0.111956	0.0818524	0.0496709	0.124102	0.051397	0.0594774	0.264806	0.09251	0.118343	0.23789	0.115162	0.109284	0.0640676	0.0281076	0.0543298	0.0304949	0.0140052	0.165163	0.0532581	0.0373646	0.0355832	0.105795	0.0132798	0.164446	0.230442	0.112492	0.101138	0.462134	0.074246	0.0580423	0.0639877	0.167825	0.099812	0.136481	0.241992	0.138055	0.108626	0.0831066	0.206504	0.0976791	0.167858	0.038593	0.0642501	0.174957	0.300563	0.0781129	0.160104	0.0483589	0.124286	0.0348958	0.154345	0.235434	0.240325	0.113496	0.447289	0.142218	0.0834714	0.188745	0.216035	0.093255	0.124527	0.214125	0.04424	0.0498144	0.17783	0.103986	0.163433	0.161898	0.0793583	0.0255228	0.0999174	0.143697	0.0682882	0.317694	0.0562259	0.045118	0.194469	0.37007	0	0.183725	0.158976	0.160867	0.0511859	0.290809	0.0370319	0.114317	0.0946043	0.150698	0.561033	0.0328581	0.0725461	0.286178	0.27885	0.0158949	0.205822	0.059697
ENSG00000229186.4	0.674167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.434339	0	0	0	0	0	0	0.106821	0	0	0	0	0.386623	0	0	0	0	0	0	0	0	0	0	0	0.817499	0	0	0	0.535655	0	0	0	0	0	0	0	0	0	0	0.0348934	0	0	0	0	0	0	0	0	0	0	0	0	0	0.590069	0	0	0	0	0.779691	0	0.332891	1.28362	0	0	0	0	0	0	0
ENSG00000271259.1	0.674138	0.121572	0.0543055	0.10024	0.135236	0.119213	0.0257759	0.0853402	0.0658871	0	0	0.0543048	0.0107002	0.0968508	0	0.0737382	0.128677	0.0221792	0.0245303	0.125109	0.022996	0	0.080735	0.0761376	0.0301808	0.199255	0.446069	0.134161	0.126003	0.204306	0.223307	0.0946252	0.068841	0.0365459	0.0888292	0.0278169	0.040607	0.0661409	0.0733832	0	0	0.0263856	0.225712	0.20593	0	0.101138	0.40575	0.176202	0.0949463	0	0.183157	0.146215	0.172283	0.0922417	0.0183357	0.0617979	0.178129	0.171992	0.152012	0.363702	0.634095	0.0847811	0	0.137698	0.178136	0.0562647	0.0639725	0.055167	0.117153	0.0886686	0.158513	0.185439	0.231435	0.437999	0.177735	0.0834714	0.141793	0.11384	0.136812	0.0730447	0.214125	0.113884	0.0972647	0.0749674	0.152187	0.132814	0.357386	0.166956	0.198635	0.137247	0.208477	0.0900526	0.134382	0.184343	0.088288	0.138557	0.550691	0.12985	0.145715	0.241238	0.179271	0.14631	0.233099	0.055046	0.140965	0.0816251	0.16064	0.504659	0.0955025	0.100152	0.210163	0.262494	0.0621177	0.158201	0.0976028
ENSG00000054967.12	0.67397	1.23546	1.48257	2.31765	1.1695	1.22542	0.972668	1.50169	0.615902	0.861475	0.751071	1.16972	0.888205	1.13559	1.11011	1.17703	0.984074	0.994898	0.956191	0.93799	1.08318	0.83782	0.83173	1.06425	1.44643	1.09802	0.517882	1.38109	0.826497	1.51284	1.09272	0.791861	1.12061	0.834111	1.32332	0.456317	1.04771	0.599126	0.697584	0.625603	1.00419	0.667397	1.12665	3.43058	1.68739	0.902742	1.82456	1.68512	0.968289	1.61559	0.908303	0.803488	2.22931	1.03669	0.846877	0.938223	1.31633	1.70548	1.08859	1.82893	1.97642	0.825465	1.53314	1.05858	1.32504	1.39828	1.05876	1.10622	1.27881	1.04233	1.07181	1.21196	1.69137	1.56034	1.41056	1.19602	0.78436	1.03804	0.476784	1.58589	1.16379	0.83801	1.38114	0.727753	1.94978	1.04608	0.729464	0.35731	0.976251	0.878824	1.69075	1.0836	1.97594	1.70416	1.06997	1.71812	0.676675	1.31559	1.72168	0.673996	0.476762	1.55367	0.796958	1.70282	0.677455	2.04916	1.15084	1.93727	1.33216	1.48864	1.15778	1.14552	1.8858	1.09214	1.62541
ENSG00000261742.5	0.673967	0	0.0803909	0.0613411	0.0238479	0.0613818	0.012971	0.0988814	0.0334861	0.150005	0.0118368	0.0110994	0.0523913	0.137058	0.145412	0.493298	0.0917818	0.0859096	0.0123403	0.150907	0.022996	0.0126509	0.0354017	0.013099	0.08794	0.0666339	0.110028	0.10227	0.126003	0.115162	0.0377706	0.0325468	0.0951031	0.105859	0.0454006	0.0681431	0	0.0661409	0.0373646	0.0238623	0.0275164	0.0520929	0.0855996	0.101393	0.164323	0.0685486	0.122701	0.278489	0	0.0483705	0.0705441	0.0386063	0.172283	0.0624299	0.0363413	0.0497401	0.122206	0.189397	0.11612	0.198296	0.0194827	0	0.19088	0.15365	0.107726	0.160104	0.0324977	0.037114	0.0850575	0.0541388	0.0605876	0.0814828	0.215414	0.276261	0.177735	0.103294	0.0137539	0.0296979	0.115271	0.107659	0.0765835	0.04424	0.0658827	0.0749674	0.120312	0.0348934	0.256888	0.0793583	0.166327	0.06114	0.0921997	0.0900526	0.159219	0.0698019	0.045118	0.0793323	0.27948	0.109346	0.385669	0.0693355	0.0836648	0.190682	0	0.055046	0.114317	0.0684753	0.0564631	0.289841	0.300653	0.203534	0.300711	0.021214	0.120601	0	0.400197
ENSG00000212385.1	0.673917	0.0776958	0.0410031	0.0413093	0	0.0413369	0.0257759	0.0147388	0.0334861	0.0525418	0.0350981	0.0110994	0.0924137	0.0333367	0.0607247	0	0.0664066	0.0651142	0.0484732	0.0146994	0.0153893	0.0853691	0.0917544	0.180468	0.0301808	0.079444	0.3552	0.10227	0.0376495	0.0995002	0.109284	0.0325468	0.0281076	0.0543298	0.0153637	0.0812317	0.210943	0.0269836	0.158132	0.0120023	0.0542958	0.0132798	0.0147852	0.0151295	0.0147733	0.0574452	0.122701	0.0622482	0.0580423	0.0163848	0.183157	0.201345	0.0409315	0.0624299	0.154045	0.0126689	0	0.0606774	0.134227	0.0359016	0.163022	0.0642501	0.018939	0.0362425	0.031981	0.0191088	0.079346	0.219757	0.0348958	0.0886686	0.131499	0.199446	0.148636	0.069821	0.0928109	0.0834714	0.0669523	0	0.294232	0.0371891	0.100861	0.0585622	0.0658827	0.144704	0.053344	0.0518939	0.11079	0.166956	0.187981	0.0411725	0.0744273	0	0.108911	0.0698019	0	0.0944706	0.0352	0.0884124	0.0438436	0.014257	0.0836648	0.0998788	0.0368149	0.107219	0.166921	0.0946043	0.0229692	0.0315186	0.0802054	0.127017	0.0929891	0	0.0621177	0.0188655	0.169358
ENSG00000204227.4	0.673892	4.07743	3.98073	3.63223	3.75825	3.69718	3.8352	3.61429	3.73767	3.48028	3.61496	3.71035	3.82558	3.56564	3.53488	3.16018	3.59575	3.6956	3.71888	3.82448	3.55163	3.86196	3.99336	4.09463	3.90144	3.85949	4.17987	3.83433	4.30527	4.3823	4.16956	4.188	3.84548	3.94466	3.60157	3.80611	4.16759	3.81047	3.84058	3.7937	4.01713	3.76284	3.80897	3.79806	3.61257	3.80567	4.13147	4.09067	3.51301	3.82432	4.36141	4.52595	4.02692	4.20298	3.98929	3.99039	4.01613	3.98755	3.87195	4.1019	3.97691	3.77917	3.61767	3.77358	3.98695	3.74537	3.72521	4.34774	3.99915	3.91076	4.1947	4.20287	4.33359	4.24275	3.95023	3.91225	4.20702	3.79609	3.91627	3.88534	4.00715	4.02864	4.15425	3.96224	4.10302	3.96296	4.16365	4.11485	4.24271	3.98239	4.1776	4.00681	4.10766	4.10048	3.93779	4.22255	4.20673	4.40276	4.31534	4.1895	3.95094	4.19759	4.14653	3.9129	4.12016	3.94799	4.13429	4.4757	3.91075	3.99843	3.96512	4.30529	3.90291	4.06275	3.83016
ENSG00000265806.1	0.673886	0.149788	0.0674333	0.119136	0.0238479	0.100305	0.0384189	0.0435802	0.112601	0	0.0465289	0.0957204	0.031763	0.0549594	0.0897579	0.0971569	0.0534734	0.054552	0.0833458	0.0714272	0.00772423	0.0126509	0.080735	0.0260287	0.0594774	0.176414	0.0565263	0.0859351	0.0559556	0.0342786	0.14321	0.0640676	0.068841	0	0.0454006	0.0414404	0	0.0788599	0.0188568	0.0471684	0.0542958	0.0771559	0.0855996	0.0734573	0.125704	0.132698	0.160469	0.143359	0.0197241	0.0325056	0.0705441	0	0.189714	0.0922417	0.200537	0.0971229	0.281387	0.239864	0.020314	0.120392	0.146167	0.0847811	0.0912999	0.0882563	0.204968	0.0920894	0.0639725	0.0187292	0.132823	0.0541388	0.0895583	0	0.0392809	0.184391	0.43298	0.0834714	0.129702	0.127201	0.0477142	0.0905016	0.124563	0.251907	0.0816968	0.127721	0.0873887	0.163433	0	0.0325029	0.0746937	0.118756	0.0921997	0.111353	0.218742	0.159999	0.045118	0.124076	0.133925	0.0670313	0.126154	0.33794	0.0633956	0.0839098	0.171854	0.0727413	0.166921	0.0816251	0.0781849	0.359266	0.249928	0.239704	0.210163	0.176442	0.202374	0.108197	0.134124
ENSG00000254647.6	0.673668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.123855	0.0301808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0424164	0	0	0	0	0	0	0.0362425	0	0	0	0.0187292	0	0	0	0	0.13122	0.069821	0.212033	0	0	0	0	0	0	0	0	0	0.0873887	0.148241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0186874	0	0	0	1.00398	0	0	0	0.021214	0	0	0
